client_id,client_name,entity_type,industry_sector,region,credit_rating,rating_ordinal,debt_to_equity,interest_coverage,ebitda_margin,annual_sales_m,yield_spread_bps,debt_to_gdp,coupon_rate,yield_to_maturity,remaining_maturity,ead_m,seniority,collateral_type,historic_default,recovery_rate
CORP_458,Beacon Ventures,Corporate,Technology,UK,AA,2,0.66,11.91,0.3363,179.98,,,0.0268,0.0319,5.8,28.51,Senior Unsecured,Unsecured,0,0.293
CORP_459,Quantum Telecom,Corporate,Utilities,Brazil,B,6,3.73,1.56,0.0901,18.11,,,0.0862,0.0919,8.1,34.62,Senior Secured,Financial Collateral,0,0.8348
CORP_460,Helix Holdings,Corporate,Technology,UK,CCC/C,7,4.75,-0.67,-0.0744,36.28,,,0.1334,0.14,6.1,112.83,Senior Secured,Real Estate,1,0.7425
CORP_461,Alpha Pharmaceuticals,Corporate,Telecom,UK,BBB,4,1.62,3.72,0.149,84.73,,,0.0531,0.0567,4.3,64.57,Senior Secured,Physical Plant,0,0.5081
CORP_462,Helix Utilities,Corporate,Utilities,UK,BB,5,2.85,1.02,0.0613,500.0,,,0.074,0.0789,9.4,31.73,Subordinated,Unsecured,0,0.1548
CORP_463,Crest Pharmaceuticals,Corporate,Utilities,Brazil,B,6,3.44,1.88,-0.0654,67.31,,,0.0838,0.0864,1.2,48.61,Senior Secured,Real Estate,0,0.704
CORP_464,Core Resources,Corporate,Telecom,India,BBB,4,2.52,5.5,0.1823,23.97,,,0.0462,0.0542,9.5,81.86,Senior Unsecured,Financial Collateral,0,0.8463
CORP_465,Vertex Industries,Corporate,Finance,UK,BBB,4,1.2,2.95,0.2491,88.22,,,0.0466,0.0531,6.0,17.23,Senior Unsecured,Unsecured,0,0.3734
CORP_466,Delta Telecom,Corporate,Telecom,India,AA,2,0.33,9.44,0.4448,16.84,,,0.0233,0.0317,7.2,106.97,Senior Secured,Real Estate,0,0.68
CORP_467,Crest Pharmaceuticals,Corporate,Finance,Brazil,BBB,4,1.44,5.41,0.2039,73.92,,,0.0508,0.0544,1.2,13.15,Senior Unsecured,Unsecured,0,0.514
CORP_468,Quantum Infrastructure,Corporate,Telecom,UK,BB,5,2.02,2.87,0.0254,89.6,,,0.0692,0.0754,8.2,61.01,Senior Unsecured,Unsecured,0,0.4241
CORP_469,Pacific Logistics,Corporate,Telecom,Brazil,BB,5,3.82,4.08,0.0651,136.27,,,0.0602,0.0666,1.4,22.92,Senior Secured,Financial Collateral,0,0.8303
CORP_470,Alpha Infrastructure,Corporate,Energy,UK,AAA,1,0.2,14.35,0.4592,39.99,,,0.0231,0.0289,5.5,48.1,Senior Secured,Financial Collateral,0,0.8201
CORP_471,Helix Logistics,Corporate,Finance,India,BB,5,3.94,1.84,0.2174,96.96,,,0.0721,0.0764,5.2,34.39,Senior Unsecured,Unsecured,0,0.4566
CORP_472,Vertex Services,Corporate,Utilities,UK,B,6,4.56,1.69,0.0472,36.0,,,0.0952,0.1011,1.4,39.74,Senior Secured,Real Estate,0,0.8194
CORP_473,Summit Infrastructure,Corporate,Technology,US,BB,5,2.37,1.45,0.2038,5.0,,,0.0635,0.0715,8.1,17.31,Senior Secured,Financial Collateral,0,0.8608
CORP_474,Dynamic Technologies,Corporate,Utilities,UK,A,3,0.79,6.09,0.1388,342.16,,,0.0286,0.0337,7.0,24.47,Senior Unsecured,Financial Collateral,0,0.8761
CORP_475,Vertex Energy,Corporate,Telecom,South Africa,B,6,3.17,1.62,0.0598,30.12,,,0.0833,0.0866,8.3,11.05,Senior Unsecured,Unsecured,0,0.3162
CORP_476,Synergy Holdings,Corporate,Telecom,India,AA,2,0.5,9.86,0.4087,128.99,,,0.0204,0.0244,7.7,23.32,Senior Unsecured,Financial Collateral,0,0.7579
CORP_477,Nordic Resources,Corporate,Utilities,Germany,CCC/C,7,3.97,-1.09,-0.0194,16.15,,,0.118,0.1229,6.8,9.89,Senior Secured,Financial Collateral,1,0.8263
CORP_478,Vertex Enterprises,Corporate,Technology,South Africa,CCC/C,7,3.67,-1.69,-0.0067,44.34,,,0.1268,0.1334,9.3,41.8,Senior Secured,Physical Plant,1,0.6306
CORP_479,United Resources,Corporate,Technology,South Africa,BB,5,3.23,-1.86,0.0624,23.81,,,0.0587,0.0633,8.9,23.47,Senior Unsecured,Unsecured,1,0.4197
CORP_480,United Services,Corporate,Finance,US,BBB,4,1.57,4.46,0.2308,35.31,,,0.046,0.0524,4.0,14.7,Senior Secured,Physical Plant,0,0.5823
CORP_481,Nova Pharmaceuticals,Corporate,Telecom,Germany,BBB,4,1.51,5.2,0.2417,20.39,,,0.053,0.0602,3.9,32.81,Senior Unsecured,Unsecured,0,0.464
CORP_482,Pacific Holdings,Corporate,Energy,UK,AAA,1,0.43,11.56,0.4858,250.41,,,0.0272,0.0327,5.9,18.01,Subordinated,Unsecured,0,0.1299
CORP_483,Vertex Industries,Corporate,Finance,India,AA,2,0.54,11.58,0.4326,35.02,,,0.0272,0.033,2.0,22.18,Senior Secured,Physical Plant,0,0.585
CORP_484,Alpha Utilities,Corporate,Utilities,India,BBB,4,1.8,4.38,0.2825,114.79,,,0.0457,0.0503,5.4,15.6,Subordinated,Unsecured,0,0.1186
CORP_485,Nordic Technologies,Corporate,Utilities,UK,AA,2,0.39,10.78,0.3095,50.14,,,0.0295,0.0329,9.0,29.89,Senior Unsecured,Financial Collateral,0,0.7898
CORP_486,Pacific Energy,Corporate,Utilities,Brazil,AAA,1,0.37,11.71,0.4238,317.86,,,0.01,0.0158,5.7,16.35,Senior Unsecured,Financial Collateral,0,0.9225
CORP_487,Vertex Telecom,Corporate,Utilities,US,BBB,4,1.45,2.95,0.1351,9.82,,,0.0524,0.0577,4.6,206.94,Senior Secured,Physical Plant,0,0.6142
CORP_488,Apex Energy,Corporate,Energy,Brazil,BB,5,2.25,3.87,0.083,12.13,,,0.057,0.0616,9.1,48.16,Senior Unsecured,Unsecured,0,0.4028
CORP_489,Dynamic Infrastructure,Corporate,Energy,Germany,A,3,1.24,3.63,0.2639,500.0,,,0.0373,0.0419,6.3,140.71,Senior Unsecured,Financial Collateral,0,0.8075
CORP_490,Global Technologies,Corporate,Technology,India,BBB,4,1.51,5.79,0.1984,111.99,,,0.0504,0.0534,1.2,373.92,Senior Secured,Real Estate,0,0.7981
CORP_491,Helix Ventures,Corporate,Technology,Brazil,A,3,1.34,5.64,0.4248,21.72,,,0.0394,0.0413,5.7,14.27,Senior Secured,Financial Collateral,0,0.7566
CORP_492,Aero Holdings,Corporate,Finance,India,B,6,4.2,2.06,0.097,17.77,,,0.0991,0.1042,8.5,59.79,Senior Secured,Real Estate,0,0.7781
CORP_493,Nova Telecom,Corporate,Finance,US,BBB,4,2.09,5.91,0.3206,184.42,,,0.0511,0.0539,4.8,46.96,Senior Unsecured,Financial Collateral,0,0.8334
CORP_494,Quantum Ventures,Corporate,Energy,US,AA,2,0.33,9.12,0.31,27.52,,,0.0289,0.0321,1.3,104.16,Senior Unsecured,Financial Collateral,0,0.8746
CORP_495,Vertex Logistics,Corporate,Technology,South Africa,BB,5,1.92,1.32,0.2347,30.16,,,0.0728,0.0768,2.0,21.39,Senior Secured,Financial Collateral,0,0.8805
CORP_496,Pacific Services,Corporate,Telecom,South Africa,BBB,4,1.39,4.48,0.3477,82.46,,,0.0442,0.0485,3.5,20.56,Senior Unsecured,Unsecured,0,0.4971
CORP_497,Helix Resources,Corporate,Telecom,UK,BBB,4,1.71,3.55,0.2346,29.29,,,0.0378,0.0402,2.2,14.75,Senior Unsecured,Unsecured,0,0.4016
CORP_498,Vertex Group,Corporate,Energy,South Africa,BBB,4,1.49,6.23,0.18,43.67,,,0.0535,0.0579,4.1,99.02,Senior Unsecured,Unsecured,0,0.4768
CORP_499,Apex Group,Corporate,Telecom,South Africa,A,3,0.85,5.41,0.3348,6.06,,,0.0364,0.0437,1.6,59.8,Senior Secured,Real Estate,0,0.8175
CORP_500,Beacon Telecom,Corporate,Finance,India,BB,5,2.95,1.69,0.1356,102.7,,,0.0621,0.067,9.3,23.85,Senior Unsecured,Unsecured,0,0.3976
CORP_501,Pacific Energy,Corporate,Finance,South Africa,BBB,4,2.24,4.54,0.2257,163.46,,,0.0558,0.0569,6.8,59.05,Senior Secured,Financial Collateral,0,0.8406
CORP_502,Titan Pharmaceuticals,Corporate,Utilities,Germany,AA,2,0.38,7.77,0.3829,15.12,,,0.0225,0.0274,3.9,56.03,Senior Unsecured,Unsecured,0,0.477
CORP_503,Nordic Enterprises,Corporate,Energy,Germany,CCC/C,7,4.48,-0.51,-0.0832,25.91,,,0.1162,0.1215,9.5,62.0,Senior Unsecured,Unsecured,1,0.3813
CORP_504,Quantum Enterprises,Corporate,Telecom,Brazil,BBB,4,1.79,4.99,0.3795,5.0,,,0.0469,0.0544,6.1,22.42,Senior Unsecured,Unsecured,0,0.4026
CORP_505,Beacon Pharmaceuticals,Corporate,Technology,South Africa,CCC/C,7,3.41,-1.3,-0.0099,22.47,,,0.128,0.1355,1.8,28.81,Senior Secured,Financial Collateral,1,0.8846
CORP_506,Apex Enterprises,Corporate,Telecom,Germany,BB,5,1.73,3.03,-0.0327,129.53,,,0.0706,0.0729,8.7,81.08,Senior Secured,Financial Collateral,0,0.863
CORP_507,Beacon Logistics,Corporate,Technology,South Africa,BBB,4,2.59,5.3,0.0772,285.26,,,0.0443,0.0482,7.2,104.27,Senior Secured,Real Estate,0,0.8135
CORP_508,Nova Pharmaceuticals,Corporate,Utilities,Brazil,BBB,4,1.84,4.27,0.2274,208.06,,,0.0441,0.0478,4.1,7.81,Senior Unsecured,Unsecured,0,0.3828
CORP_509,United Utilities,Corporate,Energy,India,AAA,1,0.37,10.37,0.4154,188.42,,,0.01,0.0166,2.5,45.08,Subordinated,Unsecured,0,0.1268
CORP_510,Helix Industries,Corporate,Technology,India,AA,2,0.58,12.0,0.2226,127.96,,,0.0301,0.0364,2.0,16.49,Subordinated,Unsecured,0,0.154
CORP_511,Summit Enterprises,Corporate,Telecom,UK,A,3,0.99,4.66,0.2814,39.55,,,0.0417,0.0429,7.3,29.57,Senior Unsecured,Unsecured,0,0.3132
CORP_512,Nordic Pharmaceuticals,Corporate,Energy,UK,A,3,1.03,6.75,0.1989,171.08,,,0.0381,0.0434,8.3,70.42,Senior Secured,Physical Plant,0,0.6713
CORP_513,Vertex Infrastructure,Corporate,Technology,UK,A,3,0.7,7.05,0.3585,95.73,,,0.036,0.0446,1.4,40.24,Senior Unsecured,Unsecured,0,0.4294
CORP_514,Dynamic Pharmaceuticals,Corporate,Telecom,India,BBB,4,1.74,5.11,0.1906,38.5,,,0.0529,0.0584,2.1,69.86,Senior Unsecured,Unsecured,0,0.3918
CORP_515,Summit Ventures,Corporate,Utilities,UK,A,3,1.04,6.7,0.2556,234.33,,,0.0263,0.0312,7.3,21.35,Senior Secured,Financial Collateral,0,0.8787
CORP_516,Vertex Energy,Corporate,Utilities,Brazil,A,3,0.64,4.11,0.3053,105.78,,,0.0436,0.0501,9.5,42.07,Senior Unsecured,Unsecured,0,0.269
CORP_517,Aero Infrastructure,Corporate,Energy,UK,BB,5,2.98,1.94,0.3103,139.16,,,0.0594,0.0681,5.6,21.63,Senior Unsecured,Unsecured,0,0.4435
CORP_518,Vertex Infrastructure,Corporate,Telecom,UK,A,3,0.68,5.84,0.2035,68.94,,,0.034,0.04,3.0,8.31,Senior Unsecured,Unsecured,0,0.3978
CORP_519,Nordic Group,Corporate,Telecom,Brazil,BB,5,3.66,4.67,0.3001,189.05,,,0.063,0.0672,7.0,42.04,Senior Secured,Real Estate,1,0.7489
CORP_520,Dynamic Utilities,Corporate,Finance,Brazil,BB,5,1.81,2.06,0.1318,215.35,,,0.0651,0.0677,4.7,35.99,Senior Unsecured,Unsecured,0,0.4856
CORP_521,Helix Energy,Corporate,Finance,South Africa,B,6,3.5,0.7,0.0847,8.07,,,0.0944,0.1042,3.4,72.19,Senior Secured,Financial Collateral,0,0.841
CORP_522,Apex Utilities,Corporate,Finance,Germany,BBB,4,1.57,4.47,0.1993,23.26,,,0.0426,0.0501,7.3,82.73,Senior Unsecured,Financial Collateral,0,0.8919
CORP_523,Quantum Logistics,Corporate,Telecom,South Africa,A,3,0.93,6.37,0.214,20.81,,,0.0314,0.0387,3.2,52.03,Senior Secured,Financial Collateral,0,0.8261
CORP_524,Apex Pharmaceuticals,Corporate,Technology,Germany,A,3,0.75,6.32,0.1994,19.64,,,0.0454,0.051,4.4,16.66,Senior Secured,Financial Collateral,0,0.8997
CORP_525,Summit Services,Corporate,Finance,South Africa,BB,5,2.89,3.72,0.0643,500.0,,,0.0711,0.0772,9.7,252.36,Senior Unsecured,Unsecured,0,0.3123
CORP_526,Summit Holdings,Corporate,Utilities,Brazil,AA,2,0.5,7.39,0.3514,201.34,,,0.022,0.0278,3.3,19.31,Senior Secured,Real Estate,0,0.7808
CORP_527,Titan Industries,Corporate,Technology,UK,BBB,4,2.3,2.59,0.1299,118.47,,,0.0494,0.0561,4.9,19.06,Senior Secured,Physical Plant,0,0.6531
CORP_528,Nova Industries,Corporate,Utilities,Germany,BBB,4,1.16,3.74,0.2167,63.6,,,0.046,0.0472,7.1,91.78,Senior Unsecured,Unsecured,1,0.4117
CORP_529,Nordic Industries,Corporate,Technology,India,A,3,1.26,3.92,0.3306,35.21,,,0.0402,0.0432,5.6,13.01,Senior Unsecured,Unsecured,0,0.4265
CORP_530,Summit Logistics,Corporate,Finance,Brazil,BBB,4,2.26,4.71,0.2305,235.07,,,0.0448,0.051,1.5,67.24,Senior Unsecured,Financial Collateral,0,0.8077
CORP_531,Beacon Energy,Corporate,Utilities,US,BBB,4,1.87,1.14,0.1779,10.9,,,0.0512,0.0563,10.0,65.43,Senior Secured,Real Estate,0,0.6953
CORP_532,Beacon Utilities,Corporate,Utilities,UK,A,3,0.84,6.15,0.2903,33.17,,,0.0363,0.0402,1.5,30.9,Subordinated,Unsecured,0,0.1324
CORP_533,Global Enterprises,Corporate,Telecom,India,A,3,0.62,9.12,0.2255,65.7,,,0.0367,0.0414,4.2,52.67,Senior Unsecured,Unsecured,0,0.2727
CORP_534,Nova Enterprises,Corporate,Energy,South Africa,AA,2,0.69,13.06,0.3718,73.7,,,0.0225,0.0241,4.2,41.52,Senior Unsecured,Unsecured,0,0.3579
CORP_535,Crest Pharmaceuticals,Corporate,Energy,India,BBB,4,1.03,1.18,0.2703,22.43,,,0.0432,0.0501,8.5,87.42,Senior Secured,Real Estate,0,0.6941
CORP_536,Titan Logistics,Corporate,Utilities,US,A,3,1.11,4.73,0.2818,6.15,,,0.0344,0.0386,2.6,23.16,Senior Unsecured,Unsecured,0,0.57
CORP_537,Core Logistics,Corporate,Utilities,UK,B,6,3.83,1.36,-0.0025,68.4,,,0.0945,0.0984,3.0,61.59,Senior Secured,Real Estate,0,0.6734
CORP_538,United Ventures,Corporate,Utilities,South Africa,AA,2,0.64,9.85,0.3351,108.13,,,0.0236,0.0309,5.0,95.97,Senior Secured,Financial Collateral,0,0.8747
CORP_539,Delta Group,Corporate,Finance,Brazil,A,3,0.87,6.25,0.1762,6.59,,,0.03,0.0375,3.8,11.97,Senior Unsecured,Unsecured,0,0.468
CORP_540,Synergy Resources,Corporate,Technology,Brazil,BBB,4,1.09,2.77,0.2684,78.15,,,0.0546,0.0595,4.6,31.28,Senior Secured,Financial Collateral,0,0.829
CORP_541,Alpha Energy,Corporate,Energy,South Africa,A,3,0.68,7.23,0.239,97.8,,,0.0263,0.0291,8.1,14.68,Senior Unsecured,Unsecured,0,0.4024
CORP_542,Quantum Enterprises,Corporate,Energy,India,A,3,0.78,4.86,0.3751,116.93,,,0.0349,0.0426,2.8,71.35,Senior Secured,Physical Plant,0,0.6846
CORP_543,Aero Technologies,Corporate,Technology,India,BBB,4,1.65,4.84,0.18,15.76,,,0.0471,0.0508,7.7,9.94,Senior Unsecured,Financial Collateral,0,0.8079
CORP_544,United Resources,Corporate,Utilities,India,BBB,4,1.82,4.12,0.2687,31.62,,,0.0489,0.0554,8.2,21.81,Senior Unsecured,Unsecured,0,0.445
CORP_545,Global Logistics,Corporate,Utilities,US,CCC/C,7,5.0,-2.0,-0.0006,60.93,,,0.1295,0.1341,9.3,65.74,Subordinated,Unsecured,0,0.1376
CORP_546,Summit Logistics,Corporate,Technology,UK,BB,5,3.51,-0.32,0.2483,10.04,,,0.0718,0.073,5.6,83.0,Senior Unsecured,Unsecured,0,0.5072
CORP_547,Vertex Enterprises,Corporate,Utilities,Brazil,A,3,0.81,7.01,0.3556,34.53,,,0.0256,0.0347,3.6,17.39,Senior Unsecured,Financial Collateral,0,0.7896
CORP_548,United Technologies,Corporate,Telecom,UK,BBB,4,1.93,3.24,0.3098,69.16,,,0.0446,0.051,7.4,22.13,Senior Secured,Real Estate,0,0.817
CORP_549,Alpha Resources,Corporate,Telecom,South Africa,A,3,0.81,7.94,0.2713,12.78,,,0.0275,0.0325,3.4,53.6,Senior Unsecured,Unsecured,0,0.3356
CORP_550,Pacific Resources,Corporate,Telecom,UK,A,3,1.52,9.29,0.27,20.32,,,0.0386,0.0426,3.8,28.65,Senior Unsecured,Unsecured,0,0.4949
CORP_551,Apex Enterprises,Corporate,Finance,Brazil,BB,5,1.96,3.53,0.2011,115.15,,,0.064,0.0701,2.0,123.48,Senior Secured,Real Estate,0,0.7471
CORP_552,Aero Industries,Corporate,Technology,US,B,6,5.0,2.08,0.1365,36.83,,,0.0891,0.0907,8.4,18.3,Senior Unsecured,Unsecured,0,0.3529
CORP_553,Quantum Group,Corporate,Finance,India,BBB,4,1.57,3.69,0.2995,229.71,,,0.0484,0.0532,6.3,34.6,Senior Unsecured,Financial Collateral,0,0.8275
CORP_554,Pacific Energy,Corporate,Finance,US,BB,5,2.38,1.78,0.1713,394.79,,,0.0684,0.0751,6.6,35.62,Senior Secured,Physical Plant,0,0.6254
CORP_555,Alpha Logistics,Corporate,Finance,US,BBB,4,1.13,2.55,0.3051,122.44,,,0.0429,0.0491,5.4,31.76,Senior Unsecured,Unsecured,0,0.5167
CORP_556,Dynamic Group,Corporate,Finance,US,BBB,4,1.78,3.75,0.132,43.77,,,0.0541,0.0584,7.1,55.62,Senior Secured,Financial Collateral,0,0.8713
CORP_557,Delta Telecom,Corporate,Energy,India,BBB,4,1.58,6.15,0.1252,38.49,,,0.0396,0.0421,6.0,68.35,Senior Secured,Real Estate,0,0.8298
CORP_558,Titan Ventures,Corporate,Energy,UK,BBB,4,1.18,4.94,0.1979,10.73,,,0.0551,0.0592,7.6,95.32,Senior Unsecured,Financial Collateral,0,0.8616
CORP_559,Helix Services,Corporate,Energy,Brazil,A,3,0.63,7.4,0.3305,129.17,,,0.0278,0.0336,8.8,22.68,Senior Unsecured,Unsecured,0,0.5229
CORP_560,Summit Energy,Corporate,Energy,US,AAA,1,0.35,11.59,0.4174,26.3,,,0.0235,0.0284,2.1,9.12,Subordinated,Unsecured,0,0.125
CORP_561,Apex Ventures,Corporate,Energy,US,BB,5,2.46,1.72,0.1145,22.46,,,0.0689,0.0747,7.7,15.72,Senior Secured,Real Estate,0,0.6987
CORP_562,Global Telecom,Corporate,Energy,Germany,A,3,0.76,6.23,0.3819,27.15,,,0.0388,0.0462,3.1,118.72,Senior Unsecured,Unsecured,0,0.5522
CORP_563,United Technologies,Corporate,Energy,India,A,3,1.09,4.17,0.3323,96.67,,,0.0233,0.027,4.5,16.55,Senior Unsecured,Unsecured,0,0.4231
CORP_564,Beacon Energy,Corporate,Utilities,South Africa,BBB,4,1.39,4.15,0.248,67.09,,,0.0526,0.0575,8.5,50.35,Senior Unsecured,Unsecured,0,0.3384
CORP_565,Nordic Technologies,Corporate,Telecom,South Africa,BB,5,2.48,2.88,0.1065,105.4,,,0.0689,0.0771,5.4,37.69,Senior Unsecured,Unsecured,0,0.3722
CORP_566,Quantum Enterprises,Corporate,Energy,UK,BBB,4,1.66,5.49,0.1156,157.77,,,0.0413,0.047,3.4,50.06,Senior Unsecured,Financial Collateral,0,0.8502
CORP_567,Helix Infrastructure,Corporate,Telecom,US,BB,5,2.64,3.86,0.1927,13.66,,,0.0599,0.0647,4.3,36.56,Subordinated,Unsecured,0,0.141
CORP_568,Helix Logistics,Corporate,Telecom,Brazil,BBB,4,0.81,2.73,0.2119,277.69,,,0.0424,0.0457,1.3,11.03,Senior Secured,Financial Collateral,0,0.8678
CORP_569,United Utilities,Corporate,Energy,Germany,BB,5,1.83,3.67,0.0984,14.95,,,0.0718,0.081,6.9,23.19,Senior Unsecured,Unsecured,0,0.3997
CORP_570,Helix Enterprises,Corporate,Technology,Brazil,A,3,1.0,6.98,0.2733,95.48,,,0.0305,0.0334,3.4,228.4,Senior Unsecured,Unsecured,0,0.4566
CORP_571,Synergy Holdings,Corporate,Finance,US,BBB,4,1.37,7.77,0.0606,94.47,,,0.0483,0.0528,3.3,90.15,Subordinated,Unsecured,0,0.1904
CORP_572,Global Industries,Corporate,Utilities,India,AA,2,0.4,12.92,0.3355,52.23,,,0.0199,0.0245,5.4,85.29,Senior Unsecured,Unsecured,0,0.4341
CORP_573,United Holdings,Corporate,Telecom,Brazil,A,3,0.88,8.82,0.2726,16.07,,,0.0179,0.0192,5.8,19.31,Senior Unsecured,Unsecured,0,0.2923
CORP_574,Delta Technologies,Corporate,Finance,Germany,A,3,0.57,5.57,0.0289,52.32,,,0.0293,0.0344,5.6,19.97,Senior Secured,Financial Collateral,0,0.8271
CORP_575,Core Holdings,Corporate,Energy,Germany,BBB,4,1.06,4.88,0.1747,125.82,,,0.0478,0.0523,2.7,35.49,Senior Unsecured,Unsecured,0,0.3667
CORP_576,Synergy Logistics,Corporate,Telecom,India,BBB,4,1.96,3.05,0.0933,94.41,,,0.0468,0.0541,9.7,69.94,Senior Unsecured,Unsecured,0,0.5067
CORP_577,Beacon Holdings,Corporate,Energy,South Africa,B,6,4.36,2.71,0.0848,8.79,,,0.0914,0.0951,7.5,35.97,Senior Unsecured,Unsecured,0,0.371
CORP_578,Vertex Utilities,Corporate,Finance,India,A,3,0.88,8.7,0.3087,227.82,,,0.0315,0.0388,8.5,46.42,Senior Secured,Financial Collateral,0,0.781
CORP_579,Summit Telecom,Corporate,Technology,Brazil,BB,5,2.47,2.93,0.1382,106.98,,,0.0669,0.0714,2.7,20.1,Senior Secured,Financial Collateral,0,0.8152
CORP_580,Titan Holdings,Corporate,Finance,Germany,B,6,5.0,0.05,0.156,101.9,,,0.0899,0.0985,1.4,22.12,Senior Unsecured,Unsecured,0,0.4086
CORP_581,Dynamic Group,Corporate,Technology,UK,BB,5,2.08,1.96,0.0389,84.21,,,0.0638,0.0689,3.8,30.25,Subordinated,Unsecured,0,0.2512
CORP_582,Summit Group,Corporate,Utilities,Germany,A,3,0.95,6.37,0.1453,30.18,,,0.038,0.0427,4.8,18.31,Senior Unsecured,Unsecured,0,0.4084
CORP_583,Quantum Enterprises,Corporate,Technology,South Africa,A,3,0.8,4.78,0.2759,12.34,,,0.0369,0.0433,6.2,43.22,Senior Secured,Financial Collateral,0,0.8276
CORP_584,Summit Ventures,Corporate,Finance,South Africa,BBB,4,2.2,4.24,0.4567,26.69,,,0.0448,0.048,7.9,7.25,Senior Unsecured,Unsecured,0,0.3744
CORP_585,Summit Utilities,Corporate,Utilities,Germany,BB,5,2.31,3.88,0.248,276.63,,,0.0688,0.0733,5.5,37.9,Senior Unsecured,Unsecured,0,0.3994
CORP_586,Helix Ventures,Corporate,Energy,US,BB,5,2.13,5.07,0.0981,77.0,,,0.0682,0.0697,3.2,106.05,Senior Unsecured,Financial Collateral,0,0.8495
CORP_587,Helix Telecom,Corporate,Technology,US,B,6,2.61,3.23,-0.0449,310.83,,,0.0914,0.0989,1.4,42.33,Senior Unsecured,Financial Collateral,0,0.8416
CORP_588,Nordic Resources,Corporate,Finance,Brazil,BBB,4,1.22,3.95,0.2436,500.0,,,0.0472,0.0487,7.7,20.67,Senior Secured,Financial Collateral,0,0.8125
CORP_589,Nordic Logistics,Corporate,Finance,Brazil,BB,5,2.18,4.4,0.0307,48.62,,,0.0575,0.0648,2.4,17.05,Senior Unsecured,Financial Collateral,0,0.8155
CORP_590,Crest Ventures,Corporate,Utilities,India,BB,5,1.92,0.71,0.0653,38.49,,,0.059,0.0646,4.8,25.59,Senior Secured,Financial Collateral,0,0.8487
CORP_591,Dynamic Resources,Corporate,Technology,Germany,BBB,4,2.12,4.84,0.1741,78.5,,,0.0454,0.0538,3.7,34.49,Senior Secured,Real Estate,0,0.7111
CORP_592,Titan Logistics,Corporate,Technology,Germany,AA,2,0.55,10.63,0.2589,66.76,,,0.0329,0.0394,3.7,133.84,Senior Unsecured,Unsecured,0,0.4051
CORP_593,Nordic Energy,Corporate,Technology,US,A,3,0.83,9.06,0.3445,5.0,,,0.03,0.0369,2.1,7.57,Senior Unsecured,Unsecured,0,0.4496
CORP_594,Vanguard Ventures,Corporate,Finance,India,BBB,4,2.62,5.07,0.185,168.51,,,0.0553,0.0593,6.2,38.79,Senior Unsecured,Unsecured,0,0.3527
CORP_595,Pacific Ventures,Corporate,Finance,Germany,AA,2,0.44,8.63,0.441,16.61,,,0.0245,0.0342,2.9,67.13,Senior Unsecured,Unsecured,0,0.2237
CORP_596,Nordic Ventures,Corporate,Utilities,South Africa,BB,5,2.5,1.83,0.1245,52.95,,,0.0639,0.0712,9.4,143.26,Senior Unsecured,Unsecured,0,0.4979
CORP_597,Quantum Infrastructure,Corporate,Finance,South Africa,BB,5,2.09,1.33,0.1871,46.38,,,0.0588,0.0636,3.9,48.99,Senior Unsecured,Unsecured,0,0.3755
CORP_598,Vanguard Holdings,Corporate,Telecom,Germany,A,3,1.03,5.53,0.2876,31.11,,,0.0288,0.0314,9.3,51.72,Senior Secured,Real Estate,0,0.7448
CORP_599,Dynamic Energy,Corporate,Utilities,US,A,3,0.96,3.34,0.2653,48.84,,,0.0282,0.0313,6.5,77.45,Senior Unsecured,Unsecured,0,0.4361
CORP_600,Quantum Logistics,Corporate,Telecom,UK,A,3,0.88,7.83,0.3449,136.94,,,0.0375,0.0392,9.0,60.13,Senior Secured,Real Estate,0,0.7477
CORP_601,Helix Telecom,Corporate,Energy,Germany,BBB,4,1.7,6.25,0.25,50.66,,,0.0548,0.055,5.0,13.88,Senior Secured,Physical Plant,0,0.8033
CORP_602,United Infrastructure,Corporate,Technology,UK,A,3,0.78,7.44,0.2748,65.84,,,0.0323,0.0362,1.1,50.08,Senior Unsecured,Unsecured,0,0.426
CORP_603,Vanguard Infrastructure,Corporate,Telecom,South Africa,B,6,3.58,-0.47,0.0941,38.8,,,0.0932,0.0971,8.9,21.81,Senior Secured,Real Estate,0,0.7737
CORP_604,Beacon Group,Corporate,Telecom,Germany,BBB,4,2.67,5.22,0.2114,22.11,,,0.0493,0.0541,7.9,17.23,Senior Secured,Real Estate,0,0.7125
CORP_605,Aero Pharmaceuticals,Corporate,Telecom,Brazil,BB,5,2.09,4.58,0.06,6.91,,,0.0673,0.0701,4.3,49.61,Senior Unsecured,Unsecured,0,0.4479
CORP_606,Titan Utilities,Corporate,Utilities,US,A,3,1.01,6.13,0.2922,12.72,,,0.0461,0.0484,8.9,31.19,Senior Secured,Financial Collateral,0,0.8933
CORP_607,Alpha Utilities,Corporate,Telecom,US,BB,5,2.23,2.2,0.0522,24.95,,,0.0608,0.0665,9.5,122.2,Senior Secured,Physical Plant,0,0.598
CORP_608,Dynamic Services,Corporate,Finance,India,BBB,4,0.98,4.4,0.0405,49.16,,,0.055,0.0577,6.7,46.0,Subordinated,Unsecured,0,0.1385
CORP_609,Vanguard Services,Corporate,Telecom,Germany,BBB,4,1.85,2.93,0.2792,234.11,,,0.0516,0.0516,9.5,137.55,Senior Secured,Real Estate,0,0.8119
